text,account_age,posting_frequency,label,split,source
Finally hit my weight goal after months of discipline!,1546,2.65,0,test,real
"Reading about personal finance lately, especially emergency funds and responsible budgeting.",2125,2.21,0,train,real
"🚀 Bitcoin is about to moon! Invest ₱999 now and get ₱500,000 returns. Proven strategy: shorturl.at/2625.",35,12.81,1,train,real
"👀🎁 HUWAG PALAMPASIN! 👀 ₱15,000 cash prize, i-claim mo na dito verify-reward.club 🎉 today only 🎉",6,15.43,1,train,synthetic_emoji_giveaway_fix
Just passed my certification exam! One step closer to my dream career.,323,1.56,0,train,real
"Random thought! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Back to reality tomorrow haha.",2843,1.74,0,train,real
URGENT — BPI: We detected unauthorized transactions on your account. Verify immediately: bit.ly/earn3446.,1,28.74,1,train,real
Kumain kami ni Mark sa Chowking kanina. Masarap pa rin ang pagkain! 😄,22,2.87,0,train,real
"Attention po! If you want cashback reward, they claim you can receive a crypto bonus instantly. Send your details to the coordinator and don't miss it. limited slots lang kaya bilisan.",34,10.77,1,train,real
Nag-apply ako sa scholarship. Sana makapasa para makatipid sa tuition.,2970,1.12,0,train,real
"4Ps advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process. Take care everyone.",117,5.57,0,train,synthetic_supplement
"Pre, may alam akong legit na sideline — ₱1,500 per day. Gamit lang ng phone mo. PM me for details.",9,24.6,1,train,real
"Sis/Bro, nag-notify yung Metrobank na may unauthorized transaction. Tignan mo: cutt.ly/9598.",119,2.51,1,test,real
May nakakaalam ba kung paano mag-apply ng tulong sa DOLE? Badly need it.,569,2.22,0,train,real
"Sis pasuyo naman, pa-receive ng P500 sa GCash mo, may error kasi app ko ngayon.",39,10.14,1,test,real
Action required: ShopeePay account verification pending. Complete the process at link.ph/3995 to avoid service interruption.,283,13.31,1,test,real
"Finally! paulit-ulit kong pinapakinggan yung bagong playlist, then naglaan ako ng time para magpahinga. Need ko talaga ng rest after that.",916,2.75,0,train,real
"Libre ang puhunan, kita lang ang hanap! Join our investment community: rebrand.ly/8825. Members earning ₱5,000 per week.",20,25.83,1,train,real
"Ma'am/Sir, approved na po yung loan application niyo ng ₱500,000. Kailangan lang po ng ₱100 processing fee bago ma-release.",56,22.48,1,train,real
Happy 1st anniversary to our salon! Join us for free haircuts today at Quezon City.,1414,2.38,0,train,real
ALERT: Tarlac City placed under Signal No. 2 as the typhoon continues to move northwest. Classes and government work suspended. Full advisory: https://mmda.gov.ph/2016,1962,6.58,0,train,synthetic_bias_fix
"Lods, na-hack yung Facebook ko. Ginamit ko number mo for recovery. Pa-send ng code please!",41,24.94,1,train,real
Nag-gym kami ng barkada. Ang saya kahit pawisan na lahat!,1285,8.84,0,train,real
Na-receive ko na yung GCash cashback from the promo. Legit naman pala!,2597,0.3,0,train,real
Nag-CrossFit kami ng barkada. Ang saya kahit pawisan na lahat!,2922,0.74,0,train,real
"Bro, pautang muna P2500 sa Maya, na limit kasi account ko. Bayaran ko din bukas promise.",12,20.35,1,train,real
Nag-hike kami sa Ortigas — ang ganda ng view sa top! Worth the climb.,1357,2.83,0,train,real
Ang ganda ng praise and worship kanina. Na-touch talaga ako.,2274,2.05,0,train,real
"Uy, nag-trigger ng security alert yung BPI ko. Na-send yung code sa old number. Pwede mo ba i-send sakin?",27,2.69,1,train,real
"WFH opportunity. ₱1,500 daily. No exp needed. wa.me/6162.",11,1.82,1,train,real
Our biggest sale of the year ends tonight! Don't miss out — shop now at https://go.nasa.gov/2189,1918,3.84,0,train,synthetic_bias_fix
"Legit seller here! laptop brand new for ₱3,000. DM to reserve. Can ship via LBC.",10,13.27,1,train,real
Our biggest sale of the year ends tonight! Don't miss out — shop now at https://cnnphilippines.com/4911,766,16.76,0,train,synthetic_bias_fix
ALERT: Davao City placed under Signal No. 2 as the typhoon continues to move northwest. Classes and government work suspended. Full advisory: https://cnnphilippines.com/6706,2760,8.84,0,train,synthetic_bias_fix
Random update: sobrang kulit ng aso namin. Need ko talaga ng rest after that.,1104,2.42,0,train,real
"Legit online paluwagan with contract. ₱750 contribution, ₱7,500 payout sa 3 days. Join: cutt.ly/1007.",31,28.55,1,train,real
"Sir/Ma'am, may documentary stamp tax pa po na ₱200 na hindi kasama sa initial processing fee. Required po before release.",40,1.91,1,val,real
Naglaro kami ng board games ng barkada. Ang saya! Walang phones allowed.,2233,1.05,0,train,real
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. enter your account information.",28,19.74,1,train,real
"Sharing the highlights from last week's Sunday Service.
Come and join us every Sunday at Villa Esmeralda Clubhouse, Santa Rosa, Laguna at 9:30AM.
[#PrayerWorks](https://www.facebook.com/hashtag/prayerworks?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#NewHopeChristianChurch](https://www.facebook.com/hashtag/newhopechristianchurch?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#FaithCommunity](https://www.facebook.com/hashtag/faithcommunity?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",1986,2.58,0,train,synthetic_hashtag_fix
"Ang hirap mag-budget pag May — graduation, Mother's Day, bills. Pero kaya naman.",45,0.17,0,train,real
"You are Invited!
Join us this Sunday for a worship-filled morning.
📌See you all at 𝗖𝗼𝗺𝗺𝘂𝗻𝗶𝘁𝘆 𝗖𝗲𝗻𝘁𝗲𝗿, 𝗦𝗮𝗻 𝗣𝗲𝗱𝗿𝗼 at 9:30AM.
#PrayerWorks
#GodIsGood",748,2.58,0,train,synthetic_hashtag_fix
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Home Bites PH
Physical Store @ 10 52
🛵 Free Delivery for a Minimum Order of P 80
Cloudy Friday
 12 -12 -26
Today's Menu
Pork Sinigang -35
Ginisang Munggo -20
Beef Caldereta -20
Ginataang Langka -65
Chopsuey -50
Pork Steak -25❌❌
Pork Sisig -50❌❌
Pork in BBQ Sauce -30
Ginisang Kalabasa -25
Kare-Kare -50
Boneless Fish Steak -30❌❌
God bless po sa lahat!",2147,0.62,0,train,synthetic_menu_fix
Kindly settle the full amount of $500 before we ship. We don't offer COD for this item.,941,19.44,1,train,real
"Earn ₱3,000 per day by liking products online! No experience needed. Start here: cutt.ly/4354.",33,18.85,1,train,real
"Selling preloved iPad Air — ₱1,000 na lang. Slightly used, good condition. GCash/Maya payment. PM me.",26,13.23,1,train,real
"Tara sideline! ad clicker position — part-time lang pero ₱1,500 ang kita per day. Apply: cutt.ly/8094.",73,6.12,1,train,real
"Kuya, may nag-request ng $100 transfer sa ShopeePay ko. Pa-send ng code para ma-cancel ko. Please lang!",4,7.49,1,train,real
"Sis pasuyo naman, pa-receive ng P5000 sa Coins.ph mo, may error kasi app ko ngayon.",9,26.47,1,train,real
"📩 Ikaw ba yan? 🥳 May ₱1,000 na naghihintay sayo, i-verify mo lang dito https://t.me/LuckyWin_Hub9770 🎁 para ma-release",3,28.37,1,train,synthetic_emoji_giveaway_fix
Decluttering: Pre-loved items for sale! Prices range from P500 to P10000. DM for pics.,2479,3.51,0,train,real
Ang mahal ng bilihin ngayon. Good thing may meal plan ako to save on food expenses.,206,3.41,0,train,real
"🚨 Volcanic activity update: Mount Semeru shows ashfall, according to Japan Meteorological Agency. Communities in North Sumatra urged to stay alert. https://pagasa.dost.gov.ph/2081",2142,9.32,0,train,synthetic_hazard_fix
Nag-bond kami ng family sa BGC. Best weekend ever!,2775,2.72,0,test,real
"DSWD advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process. Hays.",181,4.98,0,val,synthetic_supplement
"Mga lods, nag-lunch kami ng family. Needed that break today. Nakakatuwa rin pala yung ganitong routine.",2655,0.42,0,val,real
Nag-gaming buong gabi. Di ko namalayan late na pala. Oops!,1624,8.61,0,val,real
Please join our school outreach program this Saturday. Volunteers will meet at Villa Esmeralda.,2626,2.49,0,train,real
Security Bank notice: Your account may be temporarily locked. Please review the transaction immediately using the page sent in this message before your access is restricted.,2,20.23,1,train,real
"Dear valued EastWest Bank customer, your account requires immediate attention. Please log in at bit.ly/earn1802 to review recent activity.",27,29.87,1,train,real
Nag-bond kami ng family sa Alabang. Best weekend ever!,1859,14.13,0,train,real
"GSIS member? You qualify for an emergency loan of ₱500,000. One-time fee of ₱300: shorturl.at/3230.",113,3.46,1,train,real
Kumita ng P1000 araw-araw by just liking YouTube videos. Message me on WhatsApp to start!,53,21.37,1,train,real
"Check out the photos from our trip to Quezon City, uploaded the full album here: https://cnnphilippines.com/4573",2430,11.57,0,train,synthetic_bias_fix
URGENT WEATHER BULLETIN: Heavy rainfall expected over Tarlac City in the next 24 hours. Stay tuned to official channels for updates. https://facebook.com/PAGASA/5276,784,17.51,0,train,synthetic_bias_fix
"Reminder from BPI: huwag i-share ang inyong OTP kahit kanino, kami mismo hindi humihingi nito. Ingat lahat!",147,7.6,0,train,synthetic_supplement
"✅ Ikaw ba yan? 🔥 May ₱1,000 na naghihintay sayo, i-verify mo lang dito verify-reward.club ✅ para ma-release",230,2.12,1,val,synthetic_emoji_giveaway_fix
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners.",54,20.45,1,train,real
"Walang guarantor? Walang problema! Loan of ₱200,000 available for everyone. ₱750 registration fee lang: forms.gle/9422.",434,23.57,1,test,real
"Sis pasuyo naman, pa-receive ng P1000 sa Coins.ph mo, may error kasi app ko ngayon.",50,29.06,1,train,real
Nag-date kami ni hubby/wifey sa Chowking. Simple pero sweet.,177,1.2,0,train,real
"Kaka-approve lang ng loan ko sa GoTyme, opisyal na branch, walang advance fee, ang bagal lang talaga ng process. Ingat lahat!",165,3.37,0,train,synthetic_supplement
"Now taking orders for today
Free deliveryyyy until 9pm.... sa ayaw na po lumabas at maulan
Mainit po namin dedeliver:

Mama Rosa Home Cooked Meals
Physical Store @ 27 56
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 09 -05 -26
Today's Menu
Ginisang Kalabasa -65
Adobong Chicken Liver -50
Lumpiang Shanghai -60
Beef Caldereta -45❌❌
Bicol Express -65❌❌
Patola w/ Miswa -55
Chicken Adobo -60
Pork Sisig -35
Pork Steak -45
Pork Embotido -55
Fried Dalagang Bukid -50❌❌
God bless po sa lahat!",1330,1.81,0,train,synthetic_menu_fix
This is UnionBank IT Support. We need the OTP sent to your number to complete the security patch on your account.,15,22.4,1,train,real
"Alert: ₱7,500 is being transferred from your account. Send us the code to cancel this transaction immediately.",88,18.2,1,test,real
Ang hirap mag-aral while working. But I know it'll be worth it someday.,2071,2.6,0,train,real
Flex ko lang — zero credit card debt for 6 months straight! Discipline is key.,1932,18.94,0,train,real
Dumating na yung order ko sa Shopee! Ang bilis ng delivery. Happy customer!,1694,9.94,0,train,real
Ang daming deadline this week. Sana matapos ko lahat on time!,80,2.67,0,test,real
Nag-binge watch kami ng K-drama buong weekend. Worth it naman!,907,16.95,0,train,real
Nag-concert kami kagabi! Ang saya ng experience! Best night ever!,2634,1.09,0,test,real
"Bro, pautang muna P5000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",11,18.81,1,train,real
"Mga lods, naglaro kami hanggang madaling-araw. Needed that break today. Need ko talaga ng rest after that.",2208,0.9,0,train,real
"Screenshot ng payout ko — ₱25,000! Hindi fake to. Gusto mo rin? DM me: link.ph/3550.",74,3.28,1,train,real
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Home Bites PH
Physical Store @ 26 51
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 12 -08 -26
Today's Menu
Pork Steak -50
Bicol Express -35
Kare-Kare -30❌❌
Patola w/ Miswa -70
Pork Sinigang -25
Pork Sisig -65❌❌
Thank you po sa suporta!",328,2.56,0,train,synthetic_menu_fix
Seminar for incoming freshmen will be held at Quezon City auditorium. Please join us.,2320,0.63,0,train,real
"For compliance purposes, a one-time verification fee of ₱100 is needed for your ₱1,000,000 loan. Maya transfer to:",16,29.38,1,train,real
"Nakaka-₱25,000 na ako per day dito sa trading. Hindi scam to, may SEC papers. Sama ka na: forms.gle/6751.",1996,13.94,1,val,real
Bought school supplies online for my kids. Ang mura compared sa physical store!,2275,0.81,0,train,real
"Finally, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood.",1209,2.14,0,val,real
"Work from home opportunity — like and review products for ₱1,000/day! Free training provided. rebrand.ly/6424.",56,0.71,1,test,real
"Honestly, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Small progress is still progress.",2984,1.72,0,train,real
"Congratulations to this year's Search for Outstanding Barangay awardees, recognized by the PAGASA Administrator in a ceremony this week. https://x.com/status/247519500",1588,17.98,0,train,synthetic_bias_fix
"Simple online tasks = big money! ₱1,500/day, no boss, no schedule. Join our team: wa.me/7537.",23,3.41,1,val,real
"Nag-apply ako sa loan sa GoTyme kanina, sabi ni ate sa branch mga 3 days daw bago ma-approve, wala namang bayad muna. Take care everyone.",218,15.19,0,train,synthetic_supplement
Decluttering: Pre-loved items for sale! Prices range from P500 to P2500. DM for pics.,2148,0.74,0,val,real
"Now taking orders for today
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Nena's Kitchen
Physical Store @ 12 19
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 07 -26 -26
Today's Menu
Fried Dalagang Bukid -50
Ginisang Kalabasa -50
Patola w/ Miswa -70❌❌
Bicol Express -45
Beef Caldereta -45
Tofu w/ Giniling -70
Pork Dinuguan -60
Adobong Chicken Liver -55
Lumpiang Shanghai -25❌❌
Pork Sisig -30
Ginisang Munggo -50❌❌
Kare-Kare -50❌❌
Thank you po sa suporta!",2439,4.41,0,train,synthetic_menu_fix
Decluttering: Pre-loved items for sale! Prices range from P500 to P20000. DM for pics.,1469,3.16,0,train,real
Happy Easter everyone! Let us celebrate the risen King! 🐣✝️,1679,2.02,0,train,real
Your loan requires a collateral deposit of ₱999. Don't worry — it will be deducted from your first release. cutt.ly/4020.,88,2.32,1,train,real
"Finally! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. At least productive ang araw.",843,2.76,0,val,real
"P500 cash grant galing sa DSWD AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",37,5.88,1,val,real
"Bagong baby sa family! Welcome to the world, little one! 👶",434,0.19,0,train,real
"Try namin bagong resto sa San Pedro, ang sarap ng food nila, babalikan namin ulit. Wag kayo padala ha.",82,5.68,0,train,synthetic_supplement
"Visa assistance for Australia — guaranteed approval! Service fee: ₱100,000. PM me.",27,11.95,1,train,real
"Napa-post lang ako, natapos ko rin yung report. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood.",984,2.74,0,train,real
"Finally tapos na yung report ko, pwede na mag-rest ngayong weekend. Petiks lang to.",1701,2.11,0,train,synthetic_supplement
"P10000 cash grant galing sa SSS AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",26,20.47,1,val,real
Sorry sa abala — yung Maya ko locked. Nag-send sila ng reset code sa number na to. Pa-send back please.,107,3.65,1,train,real
Decluttering: Pre-loved items for sale! Prices range from P500 to P500. DM for pics.,1631,1.16,0,val,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Worth it yung effort.",649,1.1,0,val,real
"Selling brand new laptop — only ₱3,000! Limited stocks. PM to order. First come, first served!",33,8.19,1,train,real
"Bro, pautang muna P1000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",40,5.85,1,train,real
Nag-avail kami ng promo sa Starbucks — buy 1 take 1! Sulit talaga.,1257,0.22,0,train,real
"Reminder from Maya: huwag i-share ang inyong OTP kahit kanino, kami mismo hindi humihingi nito. Petiks lang to.",216,4.76,0,train,synthetic_supplement
"This is automated EastWest Bank security. Transaction of ₱5,000 initiated. Forward the OTP to block it.",57,13.97,1,val,real
Smart Communications is now open in Metro Manila! Join us for the grand opening this weekend. https://x.com/status/712334972,2125,1.53,0,train,synthetic_bias_fix
"Reading about personal finance lately, especially emergency funds and responsible budgeting.",2468,2.74,0,train,real
"Grabe ang traffic ngayon papuntang office, pero sulit naman pagdating dahil may bagong project kami. Totoo ba kaya to?",1455,2.86,0,test,synthetic_supplement
"Gadget sale! electric scooter — ₱2,000! Nationwide delivery. Order here: cutt.ly/9359. GCash/Maya accepted.",48,13.83,1,train,real
"Random thought! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days.",1216,0.3,0,test,real
Pag-IBIG payout is ready! I-claim ang P500 dito sa link na ito: gcash-rewards-ph.net,48,25.38,1,train,real
May nakakaalam ba kung paano mag-apply ng tulong sa DOLE? Badly need it.,2568,0.74,0,train,real
First time ko mag-cook para sa family. Medyo burnt pero appreciate nila effort haha.,2840,2.14,0,train,real
"Check out the photos from our trip to Tarlac City, uploaded the full album here: https://ndrrmc.gov.ph/3067",2933,13.79,0,val,synthetic_bias_fix
"Gusto mo kumita ng $1,000 habang natutulog? Passive income app to — legit, marami nang proof: forms.gle/3519.",115,1.99,1,val,real
SSS payout is ready! I-claim ang P20000 dito sa link na ito: gcash-rewards-ph.net,16,18.69,1,test,real
"👀 Ikaw ba yan? 💰 May ₱2,000 na naghihintay sayo, i-verify mo lang dito bit.ly/claim-prize 👀 para ma-release",18,26.1,1,train,synthetic_emoji_giveaway_fix
Bought a phone case sa Shopee — ₱150 lang! Good quality naman.,441,2.73,0,train,real
Kumusta na kayo dyan? Miss ko na yung dati naming tambayan sa Los Baños. Take care everyone.,2537,0.46,0,test,synthetic_supplement
Thankful for today's blessings and for clients who continue supporting our small business.,1931,0.55,0,train,real
Good day! Coins.ph tech team. Your account is under maintenance. Kindly share the code we sent for verification purposes.,31,0.83,1,train,real
Grabe! Na-flag yung BPI account mo. I-verify mo agad dito: link.ph/2600 para di ma-lock.,328,4.17,1,train,real
Pag-IBIG payout is ready! I-claim ang P2500 dito sa link na ito: gcash-rewards-ph.net,40,10.27,1,train,real
Visa assistance for Korea — guaranteed approval! Service fee: $200. PM me.,744,5.75,1,train,real
Coins.ph ALERT: Unauthorized cashout detected. Secure now: tinyurl.com/free1118.,109,9.49,1,val,real
"Thank you for 10 million downloads! To celebrate, we're giving away prizes — official mechanics here: https://ndrrmc.gov.ph/6449",2699,7.83,0,train,synthetic_bias_fix
Nag-bike ride kami ni Bea sa Davao. Ang saya!,1804,2.51,0,train,real
"Loan approved po! ₱50,000 ang amount. I-deposit mo lang yung ₱200 processing fee sa Maya para ma-release agad.",103,3.28,1,val,real
"P20000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",9,24.67,1,train,real
Nag-apply ako for Pag-IBIG housing loan. Excited for our future home!,2811,0.11,0,val,real
Industry watchers are debating what Jeff Bezos's latest post about a new AI assistant really means for the market this quarter.,1137,2.72,0,test,synthetic_emoji_giveaway_fix
The four crew members received recognition from the Senate President for their historic mission. Full story here: https://manilabulletin.com.ph/5849,1539,5.99,0,train,synthetic_bias_fix
"Board exam results are out next week. Lord, please! 🙏",2003,1.57,0,train,real
Congratulations sa kapatid ko na nag-graduate today! Proud tito/tita here! 🎓,978,0.91,0,val,real
"Mga lods, paulit-ulit kong pinapakinggan yung bagong playlist. Needed that break today. Nakakatuwa rin pala yung ganitong routine.",806,1.77,0,train,real
Grand Opening Promo! Visit our new coffee shop at San Pedro and get 20% off on all drinks.,2288,2.94,0,train,real
Part-time job online! Earn up to P20000 weekly. Type HOW para maka-join sa Telegram group.,33,15.52,1,train,real
Dumating na yung order ko sa Shopee! Ang bilis ng delivery. Happy customer!,310,2.06,0,train,real
"Sharing the highlights from last week's Prayer Meeting.
Come and join us every Sunday at Villa Esmeralda Clubhouse, Santa Rosa, Laguna at 9:30AM.
[#GodIsGood](https://www.facebook.com/hashtag/godisgood?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#BreadofLifeMinistriesPrayerMeeting](https://www.facebook.com/hashtag/breadoflifeministriesprayermeeting?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",2454,3.46,0,train,synthetic_hashtag_fix
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sulit naman kahit pagod.",2260,1.85,0,train,real
Investing in myself is the best decision I've made. Attending a seminar today!,22,0.63,0,val,real
Inviting everyone to our free medical mission tomorrow morning at San Pedro.,1525,1.69,0,train,real
FLOOD ADVISORY: Water level at the Cebu City river has reached critical level as of this hour. Residents in low-lying areas are advised to evacuate immediately. Updates here: https://philstar.com/6012,1312,7.59,0,test,synthetic_bias_fix
"Masaya ako kasi naka-save ako ng ₱5,000 this month. Small progress pa rin!",2486,1.74,0,train,real
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners.",44,26.85,1,train,real
"After a busy day, nagplano kami ng short trip. Tomorrow ulit. Back to reality tomorrow haha.",1514,0.95,0,val,real
"Sis pasuyo naman, pa-receive ng P20000 sa GCash mo, may error kasi app ko ngayon.",12,24.12,1,test,real
"Reading about personal finance lately, especially emergency funds and responsible budgeting.",41,1.65,0,train,real
"Sobrang dali kumita dito! ₱999 lang starting capital, tapos ₱20,000 ang balik within 48 hours. Try mo: wa.me/8001.",55,11.78,1,train,real
"Lods, legit seller ako. MacBook for ₱15,000. Sealed, brand new. Shipping via J&T. PM to order!",1459,15.68,1,train,real
"Zero capital loan! Borrow ₱500,000 and start your business. No collateral, no co-maker. Just ₱100 processing fee: rebrand.ly/5651.",2,28.91,1,train,real
"Hi, I'm from Maya customer support. We're fixing a glitch on your account. Please send us the code you received.",38,25.34,1,train,real
Please join our school outreach program this Saturday. Volunteers will meet at Santa Rosa.,2431,2.53,0,test,real
"P5000 cash grant galing sa DOLE AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",56,12.62,1,train,real
Blessed Sunday everyone! Remember to go to church and thank Him for everything.,11,1.09,0,train,real
Ang ganda ng podcast na na-discover ko. Perfect for commute listening.,52,1.24,0,train,real
"SSS Salary Loan: You're eligible for up to ₱50,000. Processing fee of ₱150 is required. Apply: rebrand.ly/6915.",62,4.83,1,train,real
🎉 GIVEAWAY: Win a brand new PS5! Like + Share + Comment DONE. Register: cutt.ly/4020.,418,16.68,1,train,real
"Salamat sa lahat ng dumalo sa despedida ni Classmate ko kagabi, ang saya! Hays.",1519,1.98,0,train,synthetic_supplement
"PM sent! Para ma-reserve yung airpods, need ko ng ₱250 down payment. Balance upon delivery.",111,0.63,1,train,real
"📩 Ikaw ba yan? 👀 May ₱2,500 na naghihintay sayo, i-verify mo lang dito claim-giveaway.top 😱 para ma-release",49,11.56,1,train,synthetic_emoji_giveaway_fix
"P20000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",21,10.0,1,train,real
"Bro, pautang muna P5000 sa GCash, na limit kasi account ko. Bayaran ko din bukas promise.",2,23.28,1,train,real
Na-approve na yung SSS loan ko! At least may panggastos sa emergency.,696,14.97,0,train,real
PhilHealth advisory: Update your member information to avoid disruption of benefits. Click: shorturl.at/9422.,34,1.51,1,train,real
DSWD payout is ready! I-claim ang P1000 dito sa link na ito: gcash-rewards-ph.net,1,13.02,1,train,real
Nag-swimming kami sa beach. Ang ganda ng tubig! Perfect getaway.,854,19.95,0,test,real
"P20000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",3,10.85,1,train,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. At least productive ang araw.",350,2.63,0,train,real
Kumusta na kayo dyan? Miss ko na yung dati naming tambayan sa Sta. Rosa. Ganun talaga.,2439,2.57,0,train,synthetic_supplement
Seminar for incoming freshmen will be held at San Pedro auditorium. Please join us.,822,2.9,0,train,real
Pa-help naman — may nag-withdraw ng ₱500 sa GrabPay ko. Paki-send yung cancellation code na na-receive mo.,19,27.76,1,train,real
Jeremiah 29:11 — For I know the plans I have for you. Claim it! 🙏,792,2.36,0,val,real
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Quezon City at 9:30 AM.,1144,0.38,0,val,real
Happy 1st anniversary to our salon! Join us for free haircuts today at Makati.,1345,2.4,0,train,real
"Kaka-approve lang ng loan ko sa BPI, opisyal na branch, walang advance fee, ang bagal lang talaga ng process. Totoo ba kaya to?",142,16.26,0,train,synthetic_supplement
Bakit down ang GCash ngayon? Di tuloy ako makapagbayad using my BPI account.,914,3.45,0,train,real
"Gusto mo kumita ng ₱1,000 habang natutulog? Passive income app to — legit, marami nang proof: forms.gle/6426.",4,29.48,1,train,real
"Instant cash advance up to ₱200,000! Get funds within the hour. Sign up fee: ₱750. cutt.ly/2625.",346,14.03,1,train,real
Don't miss the acoustic night this Friday! Live band starting at 8PM in San Pedro.,940,0.76,0,train,real
🌊 VOLCANO ALERT: PHIVOLCS raises Alert Level 3 over Mayon Volcano following recorded phreatic eruption. Residents within the danger zone in Albay are advised to evacuate immediately. https://ndrrmc.gov.ph/9231,923,4.98,0,val,synthetic_hazard_fix
"Hi, may nag-try mag-access ng BPI account ko gamit yung dating number ko. Pa-send ng OTP na na-receive mo. Salamat!",27,18.8,1,val,real
"4Ps salary loan schedule released na daw, check niyo na lang sa member portal, hindi sa Messenger. Take care everyone.",209,4.61,0,train,synthetic_supplement
"🚨 URGENT WARNING:
HOT CLOUD SULFUR DIOXIDE EMISSION FROM Mount Fuji OCCURRED TONIGHT (29/8/2026)!
Hazard warning for all residents on the slopes of Mount Fuji (North Sulawesi)! The Japan Meteorological Agency recorded a ground deformation event. https://bpptkg.esdm.go.id/1978",651,7.33,0,train,synthetic_hazard_fix
Nag-jogging ako kanina sa park. Ang refreshing ng morning air.,50,2.71,0,test,real
Update po: May additional insurance fee pa po ng ₱150 para ma-finalize yung loan niyo. Kailangan po today.,26,26.99,1,test,real
Pag-IBIG payout is ready! I-claim ang P2500 dito sa link na ito: gcash-rewards-ph.net,21,23.58,1,train,real
"Loan approved po! ₱50,000 ang amount. I-deposit mo lang yung ₱500 processing fee sa GrabPay para ma-release agad.",51,15.21,1,train,real
"Local officials in Davao City confirmed that relief operations are underway for families affected by the recent flooding, per @PhilstarNews. https://inquirer.net/4992",1284,12.97,0,test,synthetic_bias_fix
"Mga lods, nag-lunch kami ng family. Needed that break today. Small progress is still progress.",2925,2.61,0,train,real
Sino nakakita nung viral video sa Ayala? Ang funny talaga! 😂,1255,14.77,0,test,real
I checked my bank balance today and finally hit my small savings goal. One step at a time.,891,7.14,0,train,real
"PM sent! Para ma-reserve yung iPad Air, need ko ng ₱999 down payment. Balance upon delivery.",35,17.16,1,train,real
"Sobrang dali kumita dito! ₱500 lang starting capital, tapos ₱25,000 ang balik within isang araw. Try mo: forms.gle/7567.",51,28.07,1,train,real
Pre-order na! electric scooter arriving in isang araw. Slot payment: ₱200. Balance upon arrival.,56,12.54,1,train,real
