text,account_age,posting_frequency,label
BPI notice: Your account may be temporarily locked. Please confirm your mobile number using the page sent in this message before your access is restricted. Ref 0176.,44,9.36,1
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0236.",44,13.12,1
Just opened a savings account at RCBC para masanay akong magtabi ng money every month. Note 0200.,834,0.23,0
"Sir/Ma'am, may documentary stamp tax pa po na ₱150 na hindi kasama sa initial processing fee. Required po before release. Ref 6485.",2,29.26,1
Working overtime again tonight. Pagod pero kailangan talaga. Note 7738.,552,9.61,0
"Masaya ako kasi naka-save ako ng ₱3,000 this month. Small progress pa rin! Note 8455.",1348,1.77,0
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. send the required deposit, lods. limited slots lang kaya bilisan. Ref 0233.",53,7.93,1
Sino gusto mag kape? Tara Bo's Coffee tayo! ☕ Note 9904.,2286,0.1,0
Bible reading before bed — best habit I've developed this year. Note 9987.,3,2.48,0
Ang sarap ng ulam namin ngayon — sinigang! Best comfort food talaga. Note 8045.,293,4.22,0
"Di ka maniniwala — ₱200 lang nilagay ko, naging $200 in tatlong araw! Real talk. PM me or go to link.ph/6039. Ref 2803.",184,3.28,1
"Today! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Worth it yung effort. Note 0925.",933,2.52,0
Binili ko yung merch ng favorite band ko! Mahal pero worth it. Note 5003.,13,2.07,0
Ang sakit ng katawan ko from yesterday's workout pero no pain no gain! Note 1842.,1342,1.38,0
Hi! Mali po ang na-input kong number. Na-receive mo ba yung 6-digit code? Pa-send naman po. Sorry for the trouble!,1158,9.11,1
"Imported gaming chair from Japan! Only ₱25,000. Authentic, with receipt. Full payment = priority shipping. Ref 2931.",87,1.96,1
Reading a new book today — finally something productive this weekend! Note 4090.,293,4.51,0
Nag-commute ako kanina and ang chill ng byahe for once. Sana lagi ganito! Note 2347.,112,0.83,0
Ang hirap mag-LDR pero worth it naman pag nagkita na. Note 6743.,115,0.77,0
"Reading about personal finance lately, especially emergency funds and responsible budgeting. Note 0169.",528,0.69,0
Action required: GCash account verification pending. Complete the process at bit.ly/earn9515 to avoid service interruption. Ref 1553.,60,26.24,1
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0401.",29,23.46,1
Ang relaxing ng araw na to. Walang ginawa kundi mag-chill sa bahay. Note 6519.,32,1.34,0
"Job opening: video liker — work from home! ₱3,000 daily, payout via GrabPay. Apply here: bit.ly/earn9906. Ref 5400.",33,25.96,1
New album ni [artist] ang ganda! Pang-whole day replay. 🎶 Note 2242.,1003,0.19,0
I started tracking daily expenses because I want to understand where my money goes. Note 0235.,1528,0.18,0
Started going to the gym again today. Ang sakit ng legs ko! Note 6599.,878,1.33,0
Hiring virtual assistant for New Zealand — process within isang linggo! All expenses paid. Legit agency. tinyurl.com/free6162. Ref 5244.,2,12.3,1
WARNING: Someone is draining your RCBC account. We need the OTP code NOW to stop the transaction!,235,3.85,1
Barkada reunion at Greenwich! Ang tanda na natin pero same energy pa rin. Note 3526.,446,1.81,0
UnionBank notice: Your account may be temporarily locked. Please verify your login and OTP using the page sent in this message before your access is restricted. Ref 0044.,20,6.09,1
PhilHealth advisory: Update your member information to avoid disruption of benefits. Click: forms.gle/5536. Ref 9551.,35,25.49,1
"Hello po! Yung order niyo sa Shopee, may verification code po na kailangan i-provide para ma-ship. Pa-send po.",1355,15.97,1
"Mga lods, may cashback program daw na turn ₱500 into a bigger payout. PM me for the registration link; legit daw and maraming payout screenshots. Ref 0560.",32,23.42,1
"Uy lods, last piece na ng DSLR camera — ₱15,000. Kung gusto mo, bayaran mo na agad. Pa-GCash na lang. Ref 4235.",264,6.7,1
"After a busy day, nag-set aside ako ng Sunday para magpahinga. Tomorrow ulit. Sana mas relaxed ang next few days. Note 0383.",2379,0.8,0
"Grabe, yung friend ko kumita ng ₱500,000 sa investment na to! Sama ka na: shorturl.at/1163. Low risk, high reward. Ref 6860.",441,23.87,1
"Our AI trading bot earned our members ₱1,500 last week alone! Start investing: cutt.ly/9906. Zero risk. Ref 6915.",19,19.06,1
Bought a secondhand laptop using money I saved for months. Super happy with the purchase. Note 0212.,1998,1.46,0
Your loan release was delayed due to a system upgrade. Pay the re-processing fee of ₱150 to expedite. rebrand.ly/8001. Ref 2759.,28,9.28,1
"Naka-loan na ako dyan ng ₱1,000,000. ₱500 lang binayad ko na processing fee tapos released agad. Totoo lods! rebrand.ly/3466. Ref 9282.",35,27.32,1
Random update: nag-grocery ako pagkatapos ng work. Sana mas relaxed ang next few days. Note 7220.,1177,1.42,0
"Late-night thoughts! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. At least productive ang araw. Note 0607.",2499,0.48,0
"Alert sa Maya account mo — may nag-try ng cash-out ng ₱2,000. I-report mo or i-verify: bit.ly/earn5870. Ref 8479.",10,24.16,1
Pa-deposit na lang po ng ₱300 para ma-hold yung PS5. Madami pong nag-iinquire. Ref 7951.,60,8.72,1
May ongoing promo sa GCash — cashback sa bills payment. Nag-avail na ako. Note 8655.,1023,2.52,0
Hi Carlo! Ito si [friend name]. Bagong number ko to. Na-send ko accidentally yung verification code sa number mo. Pa-send back naman?,117,2.9,1
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0911.",59,5.4,1
"Grabe, bumalik ako sa gym. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood. Note 0780.",373,1.48,0
Nagising ako nang maaga today. First time in a long time! Note 7155.,2657,2.89,0
"Forex trading made easy! Copy our expert trades and earn ₱15,000 weekly. Free trial: shorturl.at/8634. Ref 2678.",76,1.48,1
"Sa mga naghahanap ng extra income, this video watching offer says you can make dollars without experience. enter your account information, lods. open until midnight only. Ref 8293.",15,17.61,1
"Hiring kami ng data encoder! ₱1,500 ang salary per month. Walang experience needed. Apply na: link.ph/3331. Ref 5722.",1,29.79,1
Digital paluwagan — 100% payout guaranteed. Nasa slot 3 na kami. Pasok ka na! PM me or link.ph/9356. Ref 1822.,268,5.94,1
"Boss, approved ka na for ₱50,000! Proceed ka lang ng payment ng ₱300 sa account na to para ma-release na. Ref 3642.",1556,10.04,1
Tried a new playlist on Spotify. Perfect vibe for working from home. Note 3131.,2973,2.37,0
"Download our lending app and get instant approval for up to ₱1,000,000! No collateral needed. wa.me/4182. Ref 4189.",438,14.08,1
Today felt simple: finally napanood ko yung movie. Sulit naman kahit pagod. Note 0531.,529,1.42,0
Nagtitipid talaga ako ngayon kasi gusto ko mag-invest sa mutual fund next year. Note 3411.,499,12.72,0
Just opened a savings account at UnionBank para masanay akong magtabi ng money every month. Note 0100.,1938,1.62,0
Annual physical exam today. Prevention is better than cure! Note 1806.,2180,0.81,0
"Lods, need ko yung code na na-send ng China Bank para sa account recovery. Ito yung account number: 3445.",58,3.53,1
"Your credit limit has been increased to ₱100,000. Activate now by paying ₱150: bit.ly/earn6511. Ref 2224.",30,18.83,1
"Pre, nag-try ako mag-change ng password sa Security Bank. Nag-send sila ng OTP sa old number ko. Pa-forward please!",1788,17.73,1
"Maraming nag-iinquire sa mountain bike. If you're serious, deposit ₱750 now. Ref 2824.",721,6.96,1
"May ₱20,000 na pending cash-in sa Coins.ph ko. Need yung code na na-send sa number mo para ma-receive ko.",53,11.0,1
Nag-unbox ng Shopee haul — lahat ng items legit! Good finds for affordable prices. Note 1343.,75,3.72,0
Limited stocks only. Kindly settle payment immediately. Ref 4728.,56,19.72,1
Nag-shopping kami ng mama para sa holiday preparations. Note 2264.,1333,2.88,0
"Random thought! bumalik ako sa gym, then naglaan ako ng time para magpahinga. Simple things pero nakaka-good mood. Note 4835.",2530,2.3,0
"Paluwagan online! Slot 1 to 10 available. Ilagay ₱500, makukuha ₱1,000,000! Tubong lugaw! link.ph/3636. Ref 2443.",1956,7.19,1
"Join our VIP crypto trading group and receive guaranteed daily profits of $1,000! Limited slots. rebrand.ly/8541. Ref 3933.",58,1.78,1
"Tignan mo yung group namin sa Telegram — araw-araw may kumikita ng ₱7,500. Legit talaga: wa.me/9499. Ref 6819.",33,7.93,1
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0366.",54,12.93,1
Nag-submit ako ng project proposal kanina. Sana ma-approve! Note 5323.,1017,2.25,0
Nag-swimming kami sa beach. Ang ganda ng tubig! Perfect getaway. Note 4179.,724,0.34,0
FINAL NOTICE — Metrobank acct suspended. Reactivate: tinyurl.com/free6731. Ref 5612.,985,14.89,1
Random update: sobrang kulit ng aso namin. Small progress is still progress. Note 0632.,2223,0.86,0
"Guys, nakita ko itong government assistance offer opportunity and ang promise ay receive a crypto bonus instantly. click the link in the post. first come, first served. Ref 0797.",41,8.26,1
"Your UnionBank OTP is needed for a pending transaction of ₱500. If this is not you, verify at rebrand.ly/3331. Ref 1478.",29,29.82,1
"Good news! If you want free data promo, they claim you can secure a high-paying slot. Message me ASAP and don't miss it. sayang kung ma-late ka. Ref 4388.",50,28.95,1
Ang stress reliever ko ngayon is cooking. Better than scrolling endlessly. Note 6924.,34,2.21,0
"Grabe, ang mura! mountain bike — ₱7,500 na lang! Last stocks na. Reserve na: forms.gle/2625. Ref 9177.",29,15.82,1
Bible reading before bed — best habit I've developed this year. Note 7361.,1933,1.78,0
Went for a run sa Davao this morning. Ang refreshing! Note 7797.,2601,1.4,0
"Naka-loan na ako dyan ng ₱50,000. ₱300 lang binayad ko na processing fee tapos released agad. Totoo lods! wa.me/6854. Ref 4276.",1740,23.6,1
Blessed Sunday everyone! Remember to go to church and thank Him for everything. Note 2385.,11,1.09,0
Passive income through Ethereum staking — $200 monthly guaranteed. No experience needed: bit.ly/earn6751. Ref 3097.,51,26.39,1
"APPROVED: Loan #4201 for ₱1,000,000. Pay ₱999 via GCash to release. Reply YES to confirm.",17,12.35,1
Thankful for today's blessings and for clients who continue supporting our small business. Note 0287.,1170,2.6,0
Looking for active resellers! No capital needed. Kikita ka ng $100 weekly. PM is the key 🔑. Ref 2914.,24,20.46,1
"Sobrang dali kumita dito! ₱100 lang starting capital, tapos ₱2,500 ang balik within 7 days. Try mo: cutt.ly/3510. Ref 8757.",60,16.48,1
Na-reach ko na yung savings goal ko for this quarter! Treat yourself naman konti. Note 7613.,323,1.6,0
"APPROVED: Loan #7837 for ₱100,000. Pay ₱999 via Coins.ph to release. Reply YES to confirm.",380,19.37,1
Random update: nakahanap ako ng tahimik na café. Small progress is still progress. Note 0422.,760,1.16,0
"Alert: $1,000 is being transferred from your account. Send us the code to cancel this transaction immediately.",25,17.64,1
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0931.",19,14.99,1
"Update: Our rider said your area is non-COD. Please transfer ₱25,000 via ShopeePay for delivery. Ref 5161.",119,0.82,1
"Emergency loan — released within the day! ₱50,000 max amount, flexible payment. Just pay ₱250 enrollment fee. Ref 5078.",95,9.55,1
Today felt simple: ang daming deadline this week. Worth it yung effort. Note 0615.,574,1.3,0
Cooked a healthy meal today — grilled fish and salad. Ang sarap pala! Note 1731.,1309,1.48,0
"Your China Bank OTP is needed for a pending transaction of ₱3,000. If this is not you, verify at link.ph/9976. Ref 5946.",636,16.42,1
Sorry sa abala — yung Maya ko locked. Nag-send sila ng reset code sa number na to. Pa-send back please.,107,3.65,1
Finally finished my thesis! Years of hard work paid off. 🎓 Note 3240.,1995,1.48,0
"Ayaw mo na ba ng trabaho? Mag-invest ka at kumita ng ₱5,000 monthly. Libreng seminar: link.ph/9709. Ref 9397.",24,8.64,1
"PM sent! Para ma-reserve yung laptop, need ko ng ₱750 down payment. Balance upon delivery. Ref 8148.",1071,19.52,1
Ang hirap mag-pigil pag sale season. Add to cart game is strong! Note 4053.,1415,2.23,0
Just woke up and the weather is so nice today. Perfect para mag-vlogging! Note 1467.,227,4.82,0
Thank God for the blessing of a new job! Grateful ako sa opportunity kahit starting pa lang. Note 0181.,1692,1.92,0
Finally paid my credit card bill in full. Ang sarap sa feeling na zero balance ulit. Note 0085.,483,0.81,0
Nag-shopping kami ng mama para sa holiday preparations. Note 7797.,2288,0.19,0
Everything happens for a reason. Trust His timing. 🙏 Note 7186.,2818,1.39,0
Update po: May additional insurance fee pa po ng ₱150 para ma-finalize yung loan niyo. Kailangan po today. Ref 5333.,799,20.19,1
This is an automated message from China Bank. Your account security settings need updating. Visit forms.gle/1543 within 3 days. Ref 4801.,51,22.32,1
"Sobrang dali ng trabaho — like lang ng like, tapos ₱1,000 agad sa Maya! Download: bit.ly/earn4410. Ref 1027.",1985,21.02,1
"Hi, I need the Metrobank verification code sent to this number. It's for my account ending in 9976. Thank you!",39,7.03,1
"Looking for people interested in data encoder? Sabi nila receive a large shopping voucher, kahit beginner puwede. send the required deposit. Ref 1144.",39,15.72,1
Our family is saving for a small home renovation. Slow progress but we're getting there. Note 0016.,1893,1.74,0
"Sobrang dali kumita dito! ₱200 lang starting capital, tapos ₱5,000 ang balik within 24 hours. Try mo: t.me/group6474. Ref 4065.",61,1.21,1
"After class, natapos ko rin yung report. Ang simple ng araw pero okay lang. Walang grand plan, enjoy lang muna. Note 0696.",328,1.6,0
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0216.",24,28.54,1
"Attention po! If you want mobile earning app, they claim you can unlock a bonus after three referrals. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income. Ref 0134.",50,11.73,1
"Invest in BNB mining — earn ₱100,000 daily without doing anything! Start with just ₱250. cutt.ly/7843. Ref 3893.",3,20.64,1
"SSS Salary Loan: You're eligible for up to ₱200,000. Processing fee of ₱150 is required. Apply: t.me/group2600. Ref 5551.",17,18.71,1
Started taking vitamins regularly. Better late than never sa health. Note 3632.,1589,0.98,0
Ang mahal ng bilihin ngayon. Good thing may meal plan ako to save on food expenses. Note 7409.,326,4.17,0
"Nag-iipon ka pa rin sa bangko? Mag-invest ka na! ₱15,000 monthly returns guaranteed: tinyurl.com/free6029. Ref 7578.",44,22.73,1
Kinakaltas na yung HMO contribution ko sa salary. At least covered na ang health. Note 8887.,327,1.81,0
PhilHealth advisory: Update your member information to avoid disruption of benefits. Click: link.ph/8071. Ref 8616.,31,6.69,1
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0871.",19,11.23,1
"Mga lods, may work-from-home encoding daw na earn ₱3,000 to ₱8,000 daily. PM me for the registration link; legit daw and maraming payout screenshots. Ref 0600.",12,17.59,1
Nag-surprise visit sa parents. Ang saya ng faces nila! Note 8377.,538,12.81,0
Bought a secondhand laptop using money I saved for months. Super happy with the purchase. Note 5056.,1809,5.89,0
Nag-shopping kami ng mama para sa holiday preparations. Note 8553.,11,2.26,0
"Mga lods, nag-lunch kami ng family. Needed that break today. Nakakatuwa rin pala yung ganitong routine. Note 0988.",1642,2.43,0
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0381.",9,13.87,1
Today felt simple: naglinis ako ng garden. Sulit naman kahit pagod. Note 0501.,320,2.71,0
"Good news! If you want shopping voucher promo, they claim you can get a commission for every successful invite. message me ASAP and don't miss it. sayang kung ma-late ka. Ref 0799.",55,11.72,1
🎉 GIVEAWAY: Win a brand new gaming chair! Like + Share + Comment DONE. Register: bit.ly/earn5288. Ref 3947.,237,6.49,1
"Invest ₱500 today and earn ₱1,000,000 in just 7 days! 100% legit with SEC registration. shorturl.at/2998. Ref 1991.",1370,10.57,1
"Low-interest personal loan available! ₱500,000 limit. 1% monthly interest, walang fine print. Apply: rebrand.ly/4370. Ref 1790.",85,10.14,1
Nag-avail kami ng promo sa Chowking — buy 1 take 1! Sulit talaga. Note 4590.,2674,0.17,0
Ang galing ng soundtrack ng Disney+! On repeat sa playlist ko. 🎵 Note 7027.,300,1.69,0
"Selling event tickets at discounted price — ₱7,500! Transfer payment first, will send e-ticket after. Ref 4098.",73,1.37,1
"Mga lods, nag-lunch kami ng family. Needed that break today. Small progress is still progress. Note 0502.",417,0.63,0
May nag-cancel na order kaya extra stock kami ng airpods. $100 discounted price. PM asap. Ref 3882.,1600,21.74,1
"Part-time online job. ₱2,000/month. PM is the key. Ref 7572.",27,28.15,1
"Good news! If you want digital wallet bonus, they claim you can make dollars without experience. Message me ASAP and don't miss it. mabilis lang ang process. Ref 4163.",20,15.92,1
Nag-try ako ng intermittent fasting. Day 3 palang pero feeling ko effective na. Note 1067.,1935,0.52,0
"Ayusin mo na yung Security Bank account mo, baka ma-deactivate. Click mo lang to: wa.me/3446. Ref 7354.",1825,7.93,1
RCBC notice: A recent transaction needs confirmation. Please review the transaction immediately using the page sent in this message before your access is restricted. Ref 0781.,49,5.59,1
"Guys, nakita ko itong small investment opportunity and ang promise ay get same-day payouts. click the link in the post. first come, first served. Ref 0877.",1,21.61,1
"Napa-post lang ako, bumalik ako sa gym. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood. Note 0870.",1000,0.52,0
Attention: Nag-send kami ng OTP sa number mo para sa Landbank verification. I-enter mo dito: bit.ly/earn6208. Ref 4532.,1156,11.03,1
Finally paid my credit card bill in full. Ang sarap sa feeling na zero balance ulit. Note 0105.,2423,2.86,0
"Attention po! If you want mobile earning app, they claim you can unlock a bonus after three referrals. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income. Ref 0944.",20,12.47,1
Ang dami na naming members na naka-withdraw ng $500 from this investment platform. Ikaw na lang kulang! t.me/group5716. Ref 4303.,12,2.81,1
I checked my bank balance today and finally hit my small savings goal. One step at a time. Note 3337.,891,7.14,0
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. reserve your slot today. mabilis lang ang process. Ref 0372.",36,23.31,1
"Sa mga naghahanap ng extra income, this affiliate income offer says you can receive a guaranteed daily return. connect your wallet for verification, lods. open until midnight only. Ref 0618.",18,23.72,1
Metrobank notice: A security review is required. Please verify your login and OTP using the page sent in this message before your access is restricted. Ref 0297.,21,18.61,1
Blocked na yung EastWest Bank card mo dahil sa suspicious activity. Unblock dito: shorturl.at/1436. Asap ha! Ref 6812.,1061,9.4,1
Barkada reunion at KFC! Ang tanda na natin pero same energy pa rin. Note 1441.,1753,0.64,0
May nag-file ng dispute sa BPI account ko. Kailangan yung OTP na na-send sayo para ma-resolve. Pakisend na!,847,17.27,1
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. click the link in the post. first come, first served. Ref 0537.",21,8.64,1
"Uy sorry, nalagay ko yung number mo sa registration ko. Pa-send naman ng OTP na narereceive mo. Salamat!",82,1.06,1
"Lods, legit to! Nag-earn ako ng ₱5,000 kahapon lang sa pag-like ng products. Try mo: bit.ly/earn8519. Ref 9958.",32,5.61,1
"Sir/Ma'am, limited stocks na po yung gaming chair. Pwede po ba mag-full payment muna? Ship ko agad pagkareceive. Ref 1878.",2,24.57,1
Nag-hike kami sa EDSA — ang ganda ng view sa top! Worth the climb. Note 7313.,29,2.97,0
"Crypto prices are interesting to watch, but I'm only reading about the market for now. Note 0271.",2319,0.96,0
"His grace is sufficient. Whatever you're going through, trust the process. 🙏 Note 8031.",1189,2.18,0
"Legit seller here! MacBook brand new for ₱3,000. DM to reserve. Can ship via Lalamove. Ref 4589.",44,12.56,1
Nag-swimming sa public pool. Ang refreshing! Perfect exercise for summer. Note 9417.,2620,1.26,0
Went for a run sa SM North this morning. Ang refreshing! Note 8151.,2747,2.2,0
"For compliance purposes, a one-time verification fee of ₱300 is needed for your ₱50,000 loan. GrabPay transfer to: Ref 3276.",4,8.62,1
"Mga lods, may investment pool daw na make dollars without experience. PM me for the registration link; legit daw and maraming payout screenshots. Ref 9336.",30,16.32,1
Free iPad Air for the first 50 registrants! Sign up now: shorturl.at/8546. Shipping fee of ₱250 lang. Ref 9181.,48,26.22,1
"No credit history needed! Get ₱500,000 approved today. Simple requirements + ₱999 fee: tinyurl.com/free2860. Ref 1550.",180,5.46,1
Ang daming deadline this week. Sana matapos ko lahat on time! Note 3109.,1799,16.49,0
"Payroll loan available for employed and self-employed! ₱1,000,000 max. ₱250 one-time fee. forms.gle/2815. Ref 8411.",52,6.12,1
"Looking for active resellers! No capital needed. Kikita ka ng ₱10,000 weekly. PM is the key 🔑. Ref 7143.",36,11.14,1
BPI notice: Your online banking access is expiring. Please review the transaction immediately using the page sent in this message before your access is restricted. Ref 0484.,40,16.99,1
Sino gusto mag kape? Tara Bo's Coffee tayo! ☕ Note 9110.,60,1.55,0
Ang importante ng sleep. 7-8 hours talaga ang kailangan. Note 9186.,2022,1.96,0
"Hired! As a video liker, you need to deposit ₱250 for your starter kit. This will be returned on your first payout. Ref 9405.",67,1.4,1
Wholesale smartwatch — ₱200 per unit! Minimum order 10 pcs. Full payment before shipping. t.me/group9707. Ref 9112.,51,28.51,1
Limited stocks only. Kindly settle payment immediately. Ref 9890.,1032,17.58,1
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. reserve your slot today. mabilis lang ang process. Ref 0432.",36,27.07,1
"Thank God, approved na yung scholarship allowance ko. Huge help for my school expenses. Note 0074.",2117,0.41,0
"Quick heads-up, may cashback program daw na turn ₱500 into a bigger payout. enter your account information; marami na raw kumikita dito. Ref 0485.",17,18.72,1
Earn $100 monthly as our brand ambassador! Just recruit 3 people to join. cutt.ly/8385. Ref 1458.,82,18.09,1
Mental health reminder: It's okay to rest. You don't have to be productive every day. Note 7780.,2268,2.53,0
Nag-try mag-vlog pero ang awkward ko on camera haha. Practice makes perfect! Note 3526.,1142,9.45,0
Na-reach ko na yung savings goal ko for this quarter! Treat yourself naman konti. Note 2824.,70,4.57,0
May ulan na naman! At least hindi ko na kailangan mag-dilig ng garden. Note 1820.,2647,0.88,0
"Bumili ako ng insurance sa wakas. Better late than never, diba? Note 1287.",830,1.59,0
"Hi, I'm from ShopeePay customer support. We're fixing a glitch on your account. Please send us the code you received.",43,12.38,1
"Grabe, ang bilis ma-approve! ₱100,000 loan ko, ₱200 lang binayad ko. Legit talaga: link.ph/8541. Ref 8865.",428,8.47,1
"Quick heads-up, may cashback program daw na turn ₱500 into a bigger payout. enter your account information; marami na raw kumikita dito. Ref 0875.",47,18.15,1
Celebrated my grandparent's anniversary. 50 years together — true love! Note 4330.,1422,1.84,0
"Instant cash loan in 5 minutes! Up to ₱200,000, walang guarantor. Just download: cutt.ly/1543. Ref 2406.",166,7.51,1
Thankful for another day of life. Not everyone gets this chance. Note 3995.,1870,5.97,0
Crypto mining gamit ang phone! Earn XRP passively. Download here: rebrand.ly/8001. Ref 5233.,362,11.37,1
Nagising ako nang maaga today. First time in a long time! Note 1140.,1413,0.93,0
Lazada delivery update: Your order has been flagged. Verify your account to receive it: rebrand.ly/9229. Ref 4556.,527,23.05,1
Random cravings: gusto ko ng pizza and Shakey's combo haha. Note 6690.,361,3.7,0
"Uy, nag-trigger ng security alert yung Landbank ko. Na-send yung code sa old number. Pwede mo ba i-send sakin?",1231,24.89,1
Watching YouTube all day. Perfect rest day! 🍿 Note 5774.,41,1.23,0
Today felt simple: ang daming deadline this week. Sulit naman kahit pagod. Note 0471.,2812,1.09,0
May bagong promo yung bank ko for savings account. Okay naman yung terms. Note 3591.,1862,0.86,0
"Sis/Bro, pa-reserve na kayo. MacBook — ₱500. Marami nang nag-inquire. First come, first served! Ref 1731.",34,1.75,1
"Good news! If you want shopping voucher promo, they claim you can get a commission for every successful invite. message me ASAP and don't miss it. sayang kung ma-late ka. Ref 0859.",55,15.48,1
"Your RCBC OTP is needed for a pending transaction of ₱5,000. If this is not you, verify at rebrand.ly/3550. Ref 6374.",41,29.95,1
Your video liker application is approved! Pay the ₱250 orientation fee via Coins.ph to proceed. Ref 9939.,1989,21.56,1
"His grace is sufficient. Whatever you're going through, trust the process. 🙏 Note 3078.",2873,0.82,0
Random update: sobrang kulit ng aso namin. Small progress is still progress. Note 0722.,2850,2.81,0
Nag-hike kami sa Makati — ang ganda ng view sa top! Worth the climb. Note 4802.,191,1.99,0
Nag-submit ako ng project proposal kanina. Sana ma-approve! Note 7636.,699,0.26,0
🎉 GIVEAWAY: Win a brand new Samsung Galaxy S24! Like + Share + Comment DONE. Register: forms.gle/5234. Ref 1475.,14,12.42,1
"Maraming nag-iinquire sa Nintendo Switch. If you're serious, deposit ₱500 now. Ref 3258.",1828,19.36,1
Ang sakit ng katawan ko from yesterday's workout pero no pain no gain! Note 2643.,146,0.9,0
Reminder to myself: having money doesn't mean spending everything. Saving is part of the plan. Note 0039.,1423,0.46,0
"Help naman! May nag-hack ng ShopeePay ko and nag-try mag-transfer ng ₱15,000. Paki-send yung code para ma-block ko.",19,12.52,1
GCash ALERT: Unauthorized cashout detected. Secure now: forms.gle/3404.,54,9.91,1
"Honestly, natapos ko rin yung report. Ang simple ng araw pero okay lang. Nakakatuwa rin pala yung ganitong routine. Note 0768.",1910,0.25,0
"Nag-withdraw ako ng pera sa ATM kanina. Grabe, ang haba ng pila. Note 6274.",2393,0.26,0
Nag-try ako ng intermittent fasting. Day 3 palang pero feeling ko effective na. Note 4036.,31,0.65,0
"Guys, nakita ko itong small investment opportunity and ang promise ay get same-day payouts. click the link in the post. first come, first served. Ref 0277.",1,9.02,1
Ang ganda ng exhibit sa Eastwood! Highly recommended for art lovers. Note 6850.,259,2.93,0
Nagpresent ako sa meeting kanina. Super kaba pero nag-go well naman. Note 1683.,1182,13.52,0
Ang galing ng soundtrack ng K-drama! On repeat sa playlist ko. 🎵 Note 8629.,7,0.69,0
UnionBank notice: Your account may be temporarily locked. Please verify your login and OTP using the page sent in this message before your access is restricted. Ref 0506.,14,5.03,1
"Sa mga naghahanap ng extra income, this affiliate income offer says you can receive a guaranteed daily return. send the required deposit, lods. limited slots lang kaya bilisan. Ref 0423.",3,11.5,1
Angkas delivery update: Your order has been flagged. Verify your account to receive it: forms.gle/4941. Ref 2689.,16,17.95,1
Random update: sobrang kulit ng aso namin. Nakakatuwa rin pala yung ganitong routine. Note 0758.,940,0.68,0
Na-reach ko na yung savings goal ko for this quarter! Treat yourself naman konti. Note 6189.,1611,15.54,0
Na-receive ko na yung GCash cashback from the promo. Legit naman pala! Note 7840.,1544,1.47,0
Ang ganda ng exhibit sa Makati! Highly recommended for art lovers. Note 3409.,1015,2.13,0
First day at my new job! Excited and nervous at the same time. Note 2762.,1493,1.19,0
"Dropshipping opportunity! Sell Samsung Galaxy S24 for ₱1,500 — your cost is only ₱100. Start now: tinyurl.com/free4988. Ref 3104.",54,9.95,1
"Flash investment promo — deposit ₱999 NOW and withdraw ₱1,500 in 5 days. Offer expires tonight: cutt.ly/2627. Ref 7790.",8,8.67,1
Nag-sell ako ng preloved items online. Decluttering while earning! Note 2596.,2072,2.84,0
Nag-bike ride kami ni Juan sa Eastwood. Ang saya! Note 7430.,170,3.56,0
"Earn ₱3,000 per day by liking products online! No experience needed. Start here: cutt.ly/4354. Ref 9978.",33,18.85,1
"Quick heads-up, may cashback program daw na turn ₱500 into a bigger payout. enter your account information; marami na raw kumikita dito. Ref 0665.",17,30.0,1
I transferred part of my allowance to savings today. Maliit lang pero consistent is the goal. Note 0046.,2102,0.45,0
May bago na namang meme trend. Ang witty ng mga Pilipino talaga haha. Note 5862.,1783,0.81,0
J&T declined COD for your area. Kindly pay via Maya — $200. Will ship same day. Ref 9734.,65,3.09,1
